義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
,米糧,糧食、食糧。泛指一切的五穀雜糧。,,五穀,泛指各種主要的穀物。普通說法以稻、小米、高梁、大麥、豆類為五穀。
,自轉車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。源自日語「自転車（じてんしゃ）」。,,孔明車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。
,自轉車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。源自日語「自転車（じてんしゃ）」。,,跤踏車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。
,自轉車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。源自日語「自転車（じてんしゃ）」。,,鐵馬,腳踏車。一種利用雙腳踩踏板前進的兩輪車。
,肉鯽仔,刺鯧、瓜子鯧。魚類。體型短而扁，體色呈淺灰藍色，鰓蓋上有一模糊黑斑，體長可達三十公分，是一種常見的食用魚。,,肉魚仔,刺鯧、瓜子鯧。魚類。體型短而扁，體色呈淺灰藍色，鰓蓋上有一模糊黑斑，體長可達三十公分，是一種常見的食用魚。
,竹蟶,貝類。蟶的一種。外型細長有如竹筒，所以稱為竹蟶。,,蟶,貝類。外殼窄長呈剃刀狀，斧足大而活躍，能在洞穴中迅速上下移動，生長於潮間帶的泥沙中。肉質與牡蠣相似，味美可食。
,耳鏡,鼓膜。外耳與中耳間的薄膜。,,耳空鬼仔,鼓膜。位於外耳和中耳間的傳音膜。
,考驗,考察、試驗。,,測驗,考驗、考試。
,衣,人身上所穿，用來蔽體禦寒的東西。,,衫,衣服。
,西北雨,熱雷雨、雷陣雨。臺灣溼熱的夏季午後，因為空氣受太陽輻射加熱作用，使得強烈上升氣流發展形成積雨雲所下的雨。此雨特徵為強度大、雨時短、雨區小、常伴有雷電和短暫強風。,,陣雨,西北雨、雷陣雨。降雨時間短暫，雨勢時大時小，常伴隨著打雷、閃電。臺灣地區夏季午後常有這種雨。
,西裝,男人穿的西洋式服裝，較為正式。,,洋服,西裝。西式的服裝。源自日語「洋服（ようふく）」。
,串,每次、經常、往往、總是。表示一種經常發生的狀況。,,見,每次、每每。
,佈,宣告、傳達。,,告,請求。
,免,不必、不用、不需要。,,毋免,不必、不用、不需要。
,兵,特指戰士、軍隊，或與一切戰事、戰爭有關的事情。,,兵仔,士兵、阿兵哥。
,冷,寒、涼、溫度低。,,冰,涼冷的感覺。
,冷,寒、涼、溫度低。,,寒,一般指氣候上的冷。
,冷,寒、涼、溫度低。,,涼冷,微冷。一般指氣候上的冷。
,何乜苦,何苦、何苦來。何必自尋苦惱，為反問語，表不值得、不需要。,,何必,為何一定要……。
,何乜苦,何苦、何苦來。何必自尋苦惱，為反問語，表不值得、不需要。,,何苦,何必。有不值得的意思。
,伸勻,伸懶腰。舒展疲倦困乏的腰身。,,伸輪,伸展；伸懶腰。
,伴手,拜訪親友時，攜帶的小禮物。,,帶手,探望拜訪親友時所帶的禮物。
,伴手,拜訪親友時，攜帶的小禮物。,,等路,訪友時帶去送給友人的禮物。
,伴手,拜訪親友時，攜帶的小禮物。,,禮物,贈送的物品。
,佃戶,租借他人土地耕種，按期納租的農家。,,田佃,佃農、佃戶。租用別人的田地從事農業生產的農民。
,佛手瓜,瓜果類，有塊狀根，葉子是五角的掌狀葉，葉心有卷鬚。果實為長橢圓形，形狀像佛手，顏色為淡綠色或淺黃色，可以食用。嫩莖和葉心卷鬚也可以食用，是土生龍鬚菜材料。,,香櫞瓜,佛手瓜。瓜果類，有塊狀根，葉子是五角的掌狀葉，葉心有卷鬚。果實為長橢圓形，形狀像佛手，顏色為淡綠色或淺黃色，可以食用。嫩莖和葉心卷鬚也可以食用，是土生龍鬚菜材料。
,兵仔,士兵、阿兵哥。,,兵,特指戰士、軍隊，或與一切戰事、戰爭有關的事情。
,何必,為何一定要……。,,何乜苦,何苦、何苦來。何必自尋苦惱，為反問語，表不值得、不需要。
,何必,為何一定要……。,,何苦,何必。有不值得的意思。
,作田,種田、種稻。,,作穡,從事農務；指耕田、墾地、播種等。
,作田人,農人、農夫。,,作穡人,農人、農夫。
,作田人,農人、農夫。,,農民,農夫、農人。
,佗位,哪裡。,,佗落,哪裡。什麼地方。
,住址,地址。,,地址,住址。居住或通信的地點。
,住址,地址。,,住所,地址。
,作弄,戲弄、捉弄。,,凌治,欺負、作弄。
,作弄,戲弄、捉弄。,,創治,捉弄、欺負。
,住所,地址。,,地址,住址。居住或通信的地點。
,住所,地址。,,住址,地址。
,作法,術者施行法術。,,做譴損,作法。施用法術以趨吉避凶或以巫蠱陷害別人。
,伶俐,輕便。,,輕便,輕巧便利。
,伶俐,指人聰明靈巧。,,巧神,伶俐、靈巧，機靈可愛的樣子。
,伶俐,指人聰明靈巧。,,巧氣,聰穎、靈巧。
,但是,不過、可是。連接兩個具有相反因果關係的詞語或句子。,,不而過,但是、不過。
,但是,不過、可是。連接兩個具有相反因果關係的詞語或句子。,,毋過,不過、但是。
,何苦,何必。有不值得的意思。,,何乜苦,何苦、何苦來。何必自尋苦惱，為反問語，表不值得、不需要。
,何苦,何必。有不值得的意思。,,何必,為何一定要……。
,串通,彼此暗中勾結，讓言辭、行動能互相配合。,,講通和,彼此暗中勾結，事先串通好。
,伴嫁,伴娘、陪嫁。陪伴新娘行婚禮的女子。,,送嫁,伴娘、陪嫁。陪伴新娘行婚禮的女子。
,作業,老師指定給學生作的各種課業習題。,,宿題,學生的家庭作業。
,克虧,吃虧。,,食虧,吃虧。遭受損失或委屈。
,克虧,吃虧。,,食鹼,吃到苦頭或吃了虧。
,克虧,可憐、委屈。,,可憐,令人憐憫。
,作穡,從事農務；指耕田、墾地、播種等。,,作田,種田、種稻。
,作穡,工作、幹活。,,做工,幹活。從事勞力的工作。
,作穡人,農人、農夫。,,作田人,農人、農夫。
,作穡人,農人、農夫。,,農民,農夫、農人。
,刜,用刀子砍。,,剉,砍。用刀斧劈。
,刜,不計後果地胡亂做事或隨意揮霍。,,拂,蠻幹。不顧一切後果地去做。
,刜,不計後果地胡亂做事或隨意揮霍。,,舞,引申為忙著做某件事。
,刣,宰殺、屠宰。,,殺,使喪失生命。
,利,利息。,,利息,本金所生的利潤。
,君,對人的一種尊稱，多數指男性。,,郎,特指丈夫。
,吞,不加以咀嚼就整個嚥下去。,,欱,大口吃東西、吞東西、咬東西。
,吵,爭執、吵架。,,冤,爭吵。
,吼,哭泣。通常指哭出聲音來。,,哭,因悲傷、痛苦或激動而流淚。
,別日,他日、改天。,,另日,他日、改天。
,別日,他日、改天。,,另工,改天、他日。
,別日,他日、改天。,,下日仔,今日後的某一天。
,別日,他日、改天。,,別工,他日、改天。
,別日,他日、改天。,,下日,日後、改天、改日、來日。
,別日仔,他日、改天。,,另日,他日、改天。
,別日仔,他日、改天。,,另工,改天、他日。
,別日仔,他日、改天。,,下日仔,今日後的某一天。
,別日仔,他日、改天。,,別工,他日、改天。
,別日仔,他日、改天。,,下日,日後、改天、改日、來日。
,別位,其他的地方。,,別搭,別處。
,吵抐,吵鬧攪亂。,,吵鬧,喧嘩。大聲說話。
,吩咐,叮嚀、叮囑。,,叮,叮嚀、吩咐。
,吹風,被風吹拂。,,颺風,被風吹。
,含冤,蒙受冤屈。,,冤屈,冤枉、委曲。
,含冤,蒙受冤屈。,,冤枉,冤屈。受到誤會、不公平或不合理的待遇。
,利息,本金所生的利潤。,,利,利息。
,即時,立刻、馬上。,,馬上,立刻。
,即時,立刻、馬上。,,連鞭,馬上，立刻。即時。
,利益,好處。,,好空,好機會、好事情。
,利益,好處。,,利頭,利益、好處。
,利純,利潤。借自日語「利潤（りじゅん）」。,,紅,利潤。
,利純,利潤。借自日語「利潤（りじゅん）」。,,利頭,利潤。
,卵清,蛋白。包在蛋黃外面的透明黏液，是未孵化幼鳥的養料來源。,,白仁,蛋白。
,卵清,蛋白。包在蛋黃外面的透明黏液，是未孵化幼鳥的養料來源。,,雞卵清,雞蛋的蛋白。
,助產士,受過專業的訓練，領有執照，從事接生工作的人。,,抾囝母,接生婆。
,助產士,受過專業的訓練，領有執照，從事接生工作的人。,,產婆,舊時社會中，幫忙產婦分娩的婦女。
,別款,別的樣式。,,別項,別的項目。
,別項,別的項目。,,別款,別的樣式。
,別項,別的項目。,,其他,此外、別的。
,別搭,別處。,,別位,其他的地方。
,吵鬧,喧嘩。大聲說話。,,吵抐,吵鬧攪亂。
,告,請求。,,佈,宣告、傳達。
,囥,放入。,,下,放置、加進去。
,囫,狼吞虎嚥。,,搩,吃掉、快速吞嚥。
,囫,狼吞虎嚥。,,摁,大吃。戲稱快速大量地吃東西。
,坎仔,地面上突起的小臺階。,,石坎,石階。
,夾仔,鑷子、鉗子。用來夾東西的工具。,,鉗仔,鉗子。
,坐桌,入座、赴宴。應邀參加宴會。,,上桌,指客人赴宴就席。
,坐桌,入座、赴宴。應邀參加宴會。,,食桌,喝喜酒、吃喜酒。參加喜筵、飯局。
,坎站,程度、段落、地步。,,階段,事件發展的順序或段落。
,坐清,澄清。水中雜質沉殿，使水質變得乾淨清澈。,,坐底,沉澱。
,坑溝,山間水溝或大水坑。,,山溝,山澗、山谷。
,坑溝,山間水溝或大水坑。,,溪溝,夾在兩山之間的溪水。
,坐禪,學佛的人盤腿閉目靜坐的修行方法。,,靜坐,靜心安坐、安靜的坐著。
,困難,艱難。事情複雜或阻礙多，不容易完成。,,硬篤,困難、艱鉅。
,困難,艱難。事情複雜或阻礙多，不容易完成。,,艱苦,艱難、痛苦。
,妗,稱謂。舅母，指母親兄弟的妻子。,,母妗,稱謂。母親兄弟的妻子。俗稱「阿妗」(a-kīm)。
,妗,稱謂。舅母，指母親兄弟的妻子。,,阿妗,舅媽。稱謂。舅舅的妻子。
,妗,稱謂。女人對他人稱呼自己的弟媳婦。,,妗仔,稱謂。男子對他人稱呼自己妻舅的老婆或是女子對他人稱呼自己的弟媳婦。
,妝,用脂粉修飾容貌。,,妝娗,化妝、打扮。
,完,完畢、結束、沒有剩餘。,,了,表示動作結束、完畢。或是表示動作的時間狀況。
,完,完畢、結束、沒有剩餘。,,去,完。表示程度，通常與「會」(ē)、「袂」(bē)連用。
,完,完畢、結束、沒有剩餘。,,好,表示完成、結束。
,尪,泛指所有的人偶。,,尪仔,泛指所有的人偶。用土、木、金屬等材料製成的人像或圖像。
,尿,小便。,,便,屎、尿等排泄物。
,屁,從肛門排出的臭氣。,,臭屁,由肛門排出的臭氣。
,巡,計算條狀痕跡的單位。,,痕,計算痕跡的單位。
,巡,計算條狀痕跡的單位。,,逝,條、行。計算線條或條列文字的單位。
,尾二指,無名指。,,䆀指,無名指。
,妓女,以賣淫為業的女子。,,媌仔,妓女、酒家女。
,妓女,以賣淫為業的女子。,,菜店查某,妓女。從事特種行業的女性。
,妓女,以賣淫為業的女子。,,趁食查某,妓女、應召女郎。以賣淫為生的女人。
,尾手,最後，手中剩下的。,,落尾,後來、最後。
,尾手,最後，手中剩下的。,,尾來,到最後、結果。
,尿斗,承接小便的器皿或桶子。,,尿桶,承接小便的器皿或桶子。
,尿斗,承接小便的器皿或桶子。,,尿壺,一種男人專用的小便器具，形狀像茶壺。
,妗仔,稱謂。男子對他人稱呼自己妻舅的老婆或是女子對他人稱呼自己的弟媳婦。,,妗,稱謂。女人對他人稱呼自己的弟媳婦。
,尪仔,泛指所有的人偶。用土、木、金屬等材料製成的人像或圖像。,,尪,泛指所有的人偶。
,尾仔,末端、末稍。,,尾溜,事、物的末端、頂端。
,尾仔,尾巴。,,尾溜,動物的尾巴或人的屁股。
,尾仔,最後、後來。也讀為輕聲bué--á/bé--á。,,尾溜,順序的最後、最終。
,尾仔,最後、後來。也讀為輕聲bué--á/bé--á。,,落尾,後來、最後。
,尾仔囝,么兒。排行最小的兒子。,,屘仔,老么。稱謂。家中排行最小的孩子。
,尾仔囝,么兒。排行最小的兒子。,,屘囝,家中排行最小的孩子。
,尪仔物,玩具。可供遊戲玩弄的人偶。,,𨑨迌物,玩物、玩具。可供遊戲的東西。
,尪仔物,玩具。可供遊戲玩弄的人偶。,,𨑨迌物仔,玩具、小東西。
,尪仔物,玩具。可供遊戲玩弄的人偶。,,囡仔耍,童玩。兒童的玩具。
,尪仔面,像人形玩偶的臉蛋。,,尪仔頭,面孔、五官長相。
,尪仔頭,面孔、五官長相。,,尪仔面,像人形玩偶的臉蛋。
,完全,完整齊全，一點也不差。,,十全,完滿、齊全。完美無缺憾。
,完全,完整齊全，一點也不差。,,齊全,詳盡、完備。
,完全,完整齊全，一點也不差。,,加圇,完整的；全部的。
,完全,完整齊全，一點也不差。,,齊透,齊備、齊全。
,完全,全然。,,全然,全部、完全。
,孝呆,愚蠢、痴呆。,,戇猴,傻瓜、傻人。
,孝杖,出殯時，孝子手中所拿的杖子。,,兔仔尾,哀杖。出殯時，孝子手中所拿的杖子。
,尿帕仔,尿布。,,尿苴仔,尿布。包裹在嬰兒的屁股，以承接屎尿的布。
,尿帕仔,膀胱。,,小肚,膀胱。泌尿系統中儲存尿液的器官。為肌肉與膜質形成的囊，呈卵圓形，位在骨盤腔的前方和腹腔的下方。
,尿帕仔,膀胱。,,膀胱,泌尿系統中儲存尿液的器官。為肌肉與膜質形成的囊，呈卵圓形，位在骨盤腔的前方和腹腔的下方。又作「小肚」(sió-tōo)。
,妖怪,兇惡害人的精怪。,,妖精,妖怪。傳說物體或生物會修煉成精靈，興妖作怪。
